Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,15-24 years,0,37,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,25-34 years,,95,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,35-44 years,0,169,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,45-54 years,0,255,,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,55-64 years,,583,36,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,65-74 years,16,902,77,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,75-84 years,,968,80,,,96,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,85 years and over,10,655,54,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Male,All ages,37,"3,693",263,13,31,318,
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,Under 1 year,0,10,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,25-34 years,,50,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,35-44 years,0,76,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,45-54 years,0,155,14,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,55-64 years,,339,32,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,65-74 years,,554,46,,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,75-84 years,11,842,62,,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,85 years and over,20,"1,033",80,,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia,Female,All ages,41,"3,074",242,10,27,300,
06/10/2020,02/01/2020,06/06/2020,West Virginia,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,West Virginia Total,All,All Ages,78,"6,768",505,23,58,618,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,Under 1 year,0,65,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,5-14 years,0,15,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,15-24 years,,130,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,25-34 years,,259,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,35-44 years,,302,,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,45-54 years,20,588,26,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,55-64 years,45,"1,489",65,10,10,109,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,65-74 years,76,"2,213",116,12,20,199,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,75-84 years,85,"2,476",166,16,18,253,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,85 years and over,73,"2,691",175,18,14,244,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Male,All ages,312,"10,232",559,63,79,885,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,Under 1 year,0,43,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,1-4 years,0,10,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,5-14 years,0,17,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,15-24 years,,49,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,25-34 years,,113,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,35-44 years,,167,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,45-54 years,,357,11,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,55-64 years,28,874,63,,10,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,65-74 years,40,"1,488",94,,,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,75-84 years,65,"2,293",121,,19,200,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,85 years and over,104,"4,271",233,15,22,344,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Female,All ages,252,"9,682",533,34,71,822,
06/10/2020,02/01/2020,06/06/2020,Wisconsin,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Wisconsin Total,All,All Ages,564,"19,914","1,092",97,150,"1,707",
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,15-24 years,0,11,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,25-34 years,0,36,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,35-44 years,0,42,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,45-54 years,,51,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,55-64 years,0,137,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,65-74 years,,196,12,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,75-84 years,,199,13,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,85 years and over,,197,15,0,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Male,All ages,,876,50,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,1-4 years,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,25-34 years,,12,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,35-44 years,0,18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,45-54 years,,36,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,55-64 years,0,71,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,65-74 years,,126,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,75-84 years,,203,24,0,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,85 years and over,,290,21,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Female,All ages,,766,62,,,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Wyoming,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Wyoming Total,All,All Ages,13,"1,642",112,,,129,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,Under 1 year,0,19,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,15-24 years,0,66,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,25-34 years,,111,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,35-44 years,,164,16,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,45-54 years,,325,33,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,55-64 years,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,65-74 years,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,75-84 years,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,85 years and over,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Male,All ages,14,693,53,,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Female,Under 1 year,0,19,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Puerto Rico,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
